"numberOfVersionsUntil.","numberOfFixesUntil.","numberOfRefactoringsUntil.","numberOfAuthorsUntil.","linesAddedUntil.","maxLinesAddedUntil.","avgLinesAddedUntil.","linesRemovedUntil.","maxLinesRemovedUntil.","avgLinesRemovedUntil.","codeChurnUntil.","maxCodeChurnUntil.","avgCodeChurnUntil.","ageWithRespectTo.","weightedAgeWithRespectTo.","bugs"
7,4,0,3,11,4,1.57143,18,9,2.57143,-7,1,-1,123.857,34.1169,"false"
22,4,0,4,555,179,25.2273,64,12,2.90909,491,179,22.3182,226,5.52844,"false"
40,15,0,7,380,151,9.5,235,151,5.875,145,59,3.625,333.143,69.6068,"false"
124,14,0,5,4604,1294,37.129,4049,1294,32.6532,555,170,4.47581,367,54.1314,"false"
37,13,0,7,344,128,9.2973,199,128,5.37838,145,59,3.91892,333.143,73.1208,"false"
6,4,0,3,7,4,1.16667,7,4,1.16667,0,0,0,213.857,55.449,"false"
72,5,0,9,1022,167,14.1944,1141,167,15.8472,-119,19,-1.65278,367,86.0914,"false"
73,8,0,7,947,197,12.9726,932,197,12.7671,15,39,0.205479,367,103.703,"false"
155,22,0,11,7314,1614,47.1871,2435,365,15.7097,4879,1581,31.4774,322.714,124.661,"true"
26,4,0,6,112,23,4.30769,101,23,3.88462,11,8,0.423077,367,111.855,"false"
53,7,0,8,551,146,10.3962,517,146,9.75472,34,14,0.641509,367,94.3088,"false"
7,1,0,4,11,5,1.57143,7,2,1,4,4,0.571429,170.571,49.6623,"false"
65,8,0,8,578,75,8.89231,318,84,4.89231,260,27,4,248.571,49.5704,"true"
15,3,0,8,49,9,3.26667,114,44,7.6,-65,2,-4.33333,220.143,37.4752,"false"
3,1,0,2,2,1,0.666667,8,7,2.66667,-6,0,-2,113.857,109.786,"false"
43,10,0,8,523,180,12.1628,524,180,12.186,-1,26,-0.0232558,367,98.6651,"false"
63,4,0,7,1440,111,22.8571,844,115,13.3968,596,111,9.46032,258,71.1393,"true"
181,15,0,8,3880,684,21.4365,3657,788,20.2044,223,215,1.23204,367,56.5994,"true"
47,6,0,7,466,184,9.91489,486,184,10.3404,-20,8,-0.425532,367,42.4421,"false"
8,1,0,2,35,27,4.375,41,18,5.125,-6,11,-0.75,105,46.9633,"false"
23,4,0,5,374,98,16.2609,46,12,2,328,98,14.2609,226,3.81207,"false"
82,9,0,8,2965,334,36.1585,2913,334,35.5244,52,98,0.634146,367,80.6135,"true"
28,4,0,5,170,58,6.07143,168,58,6,2,6,0.0714286,367,67.8765,"false"
459,40,0,10,16606,1450,36.1787,11374,1450,24.78,5232,585,11.3987,367,124.65,"true"
45,7,0,5,662,164,14.7111,802,190,17.8222,-140,20,-3.11111,367,55.3455,"false"
26,4,0,8,162,25,6.23077,172,59,6.61538,-10,21,-0.384615,291,112.474,"false"
101,8,0,9,1134,223,11.2277,1072,223,10.6139,62,19,0.613861,367,63.2878,"true"
65,13,0,8,1524,259,23.4462,832,259,12.8,692,196,10.6462,333.143,89.4058,"false"
39,4,0,7,278,63,7.12821,275,63,7.05128,3,10,0.0769231,367,77.1454,"false"
21,4,0,5,215,75,10.2381,213,75,10.1429,2,11,0.0952381,367,47.4591,"false"
25,6,0,4,267,71,10.68,241,71,9.64,26,28,1.04,367,107.064,"false"
7,2,0,5,47,20,6.71429,47,15,6.71429,0,8,0,231.571,59.6231,"false"
4,1,0,3,127,70,31.75,1,1,0.25,126,70,31.5,158.714,14.7795,"false"
73,13,0,7,2740,254,37.5342,2537,254,34.7534,203,57,2.78082,367,37.3137,"true"
14,4,0,6,25,4,1.78571,18,4,1.28571,7,3,0.5,282,92.1657,"false"
1,0,0,1,0,0,0,0,0,0,0,0,0,12.5714,0,"false"
11,0,0,1,150,48,13.6364,156,40,14.1818,-6,21,-0.545455,133.143,27.5962,"true"
26,6,0,5,243,56,9.34615,99,14,3.80769,144,55,5.53846,190.714,54.0406,"true"
14,4,0,8,115,48,8.21429,405,196,28.9286,-290,4,-20.7143,220.143,12.3304,"false"
50,16,0,7,520,174,10.4,307,174,6.14,213,75,4.26,333.143,72.406,"false"
40,11,0,7,654,164,16.35,324,164,8.1,330,77,8.25,333.143,84.0767,"false"
14,4,0,4,55,13,3.92857,29,5,2.07143,26,9,1.85714,328.571,36.6545,"false"
165,15,0,8,2290,594,13.8788,1878,594,11.3818,412,70,2.49697,367,88.614,"false"
9,4,0,6,27,15,3,18,6,2,9,9,1,281.571,121.439,"false"
17,11,0,2,196,93,11.5294,126,48,7.41176,70,60,4.11765,124,13.9424,"true"
6,3,0,3,226,110,37.6667,6,4,1,220,110,36.6667,223.571,10.0822,"false"
4,2,0,2,5,3,1.25,5,3,1.25,0,0,0,127,55.5714,"false"
75,6,0,9,912,141,12.16,887,141,11.8267,25,20,0.333333,367,70.1057,"false"
3,1,0,3,5,4,1.66667,5,4,1.66667,0,0,0,177.143,3.45714,"false"
7,2,0,3,27,10,3.85714,26,9,3.71429,1,1,0.142857,169.143,14.3651,"false"
291,15,0,11,4847,924,16.6564,4041,924,13.8866,806,406,2.76976,367,96.6624,"true"
72,9,0,9,1300,434,18.0556,1296,434,18,4,128,0.0555556,346.571,53.8768,"false"
2,1,0,2,4,4,2,4,4,2,0,0,0,177.714,4.85714,"false"
131,7,0,10,3730,879,28.4733,3780,893,28.855,-50,61,-0.381679,367,119.775,"true"
39,5,0,7,539,229,13.8205,570,229,14.6154,-31,5,-0.794872,367,40.7016,"false"
6,0,0,2,12,9,2,3,1,0.5,9,9,1.5,140.143,2.72619,"false"
35,5,0,7,254,66,7.25714,180,66,5.14286,74,33,2.11429,367,112.943,"false"
20,8,1,6,203,69,10.15,64,15,3.2,139,69,6.95,222.714,25.4849,"false"
56,5,0,5,674,145,12.0357,302,46,5.39286,372,115,6.64286,175.714,43.3241,"false"
26,5,0,4,226,101,8.69231,232,101,8.92308,-6,6,-0.230769,367,54.665,"false"
113,15,0,8,3649,1009,32.292,2677,1009,23.6903,972,271,8.60177,367,85.3402,"false"
48,4,0,7,261,67,5.4375,217,67,4.52083,44,10,0.916667,367,71.2041,"false"
17,4,0,6,111,54,6.52941,105,54,6.17647,6,6,0.352941,367,65.4633,"false"
30,5,0,6,140,47,4.66667,112,47,3.73333,28,7,0.933333,367,87.5214,"false"
48,4,0,8,344,95,7.16667,318,95,6.625,26,12,0.541667,367,52.7965,"false"
47,8,0,10,699,97,14.8723,324,49,6.89362,375,68,7.97872,220.143,54.4605,"true"
47,4,0,6,287,72,6.10638,313,72,6.65957,-26,6,-0.553191,367,49.0383,"false"
25,4,0,5,184,63,7.36,181,63,7.24,3,6,0.12,367,64.6483,"false"
39,10,0,7,984,257,25.2308,197,49,5.05128,787,257,20.1795,239.571,16.3291,"false"
68,6,0,9,503,47,7.39706,439,56,6.45588,64,40,0.941176,248.571,55.9912,"true"
61,11,0,7,450,77,7.37705,285,77,4.67213,165,35,2.70492,367,110.808,"false"
189,86,0,12,6311,991,33.3915,4457,991,23.582,1854,123,9.80952,333.143,100.199,"true"
34,5,0,5,287,92,8.44118,221,92,6.5,66,54,1.94118,367,107.619,"false"
4,3,0,2,6,4,1.5,6,4,1.5,0,0,0,185.571,32.6905,"false"
3,3,0,1,2,1,0.666667,2,1,0.666667,0,0,0,168.857,56,"false"
4,2,0,3,11,10,2.75,1,1,0.25,10,10,2.5,136.143,20.7013,"false"
35,7,0,6,667,198,19.0571,99,12,2.82857,568,198,16.2286,239.571,12.8297,"false"
71,5,0,9,863,149,12.1549,560,84,7.88732,303,96,4.26761,278.857,137.885,"false"
7,1,0,5,28,15,4,72,68,10.2857,-44,15,-6.28571,132.143,7.37755,"false"
19,2,0,5,242,65,12.7368,199,108,10.4737,43,45,2.26316,136.571,12.768,"true"
143,8,0,9,2802,441,19.5944,1959,443,13.6993,843,136,5.8951,367,144.063,"true"
113,11,0,8,2134,553,18.885,1731,553,15.3186,403,93,3.56637,331.857,102.769,"false"
72,7,0,9,921,208,12.7917,394,80,5.47222,527,208,7.31944,223.571,53.3802,"true"
4,0,0,1,25,16,6.25,2,2,0.5,23,14,5.75,140.143,1.84571,"false"
33,3,0,7,160,35,4.84848,114,18,3.45455,46,17,1.39394,282,54.4366,"false"
44,3,0,7,402,70,9.13636,309,70,7.02273,93,51,2.11364,367,82.4879,"false"
178,13,0,11,3899,491,21.9045,2892,491,16.2472,1007,220,5.6573,367,137.097,"true"
67,4,0,7,756,160,11.2836,381,73,5.68657,375,160,5.59701,222.143,33.4348,"false"
50,17,0,7,784,172,15.68,448,100,8.96,336,141,6.72,281.857,107.182,"false"
149,9,0,10,2389,507,16.0336,1947,507,13.0671,442,152,2.96644,367,96.0364,"true"
18,3,0,4,106,23,5.88889,26,6,1.44444,80,23,4.44444,227.571,9.22237,"false"
22,4,0,5,105,32,4.77273,88,32,4,17,11,0.772727,367,64.6762,"false"
71,5,0,7,4282,1609,60.3099,3119,728,43.9296,1163,894,16.3803,367,173.635,"false"
15,4,0,5,35,9,2.33333,51,9,3.4,-16,0,-1.06667,322.714,60.2939,"false"
28,4,0,4,168,59,6,159,59,5.67857,9,6,0.321429,367,52.7798,"false"
65,19,0,7,1096,168,16.8615,858,168,13.2,238,43,3.66154,367,134.997,"false"
19,4,0,4,81,25,4.26316,76,25,4,5,11,0.263158,367,60.7372,"false"
86,14,0,8,2498,707,29.0465,2331,707,27.1046,167,129,1.94186,367,104.837,"false"
18,4,0,4,124,32,6.88889,125,32,6.94444,-1,5,-0.0555556,367,69.5184,"false"
64,8,0,10,1977,763,30.8906,2315,879,36.1719,-338,20,-5.28125,367,56.1353,"true"
26,4,0,4,136,52,5.23077,136,52,5.23077,0,6,0,367,48.0872,"false"
58,14,0,6,1017,246,17.5345,1267,281,21.8448,-250,45,-4.31034,367,111.411,"false"
35,5,0,9,322,48,9.2,156,31,4.45714,166,47,4.74286,239.143,58.6792,"false"
34,5,0,7,690,119,20.2941,319,84,9.38235,371,89,10.9118,216,90.7422,"true"
3,3,0,1,32,27,10.6667,3,2,1,29,26,9.66667,65.7143,4.95536,"false"
51,8,0,10,2071,317,40.6078,224,30,4.39216,1847,315,36.2157,219.857,80.7057,"true"
